date,apple,pen
2007-08-21,64403,7366
2007-08-22,64320,7358
2007-08-23,64236,7352
2007-08-24,64142,7337
2007-08-25,64056,7329
2007-08-26,63961,7319
2007-08-27,63870,7307
2007-08-28,63789,7300
2007-08-29,63693,7287
2007-08-30,63601,7275
2007-08-31,63508,7252
2007-09-01,66400,7531
2007-09-02,66308,7522
2007-09-03,66214,7511
2007-09-04,66109,7501
2007-09-05,66020,7492
2007-09-06,65930,7480
2007-09-07,65840,7471
2007-09-08,65754,7462
2007-09-09,65651,7450
2007-09-10,65551,7444
2007-09-11,65459,7431
2007-09-12,65355,7423
2007-09-13,65271,7410
2007-09-14,65186,7390
2007-09-15,68123,7730
2007-09-16,68046,7720
2007-09-17,67954,7717
2007-09-18,67853,7704
2007-09-19,67763,7689
2007-09-20,67681,7673
2007-09-21,67571,7659
2007-09-22,67466,7652
2007-09-23,67371,7645
2007-09-24,67295,7626
2007-09-25,67203,7623
2007-09-26,67102,7613
2007-09-27,67019,7604
2007-09-28,66920,7597
2007-09-29,66842,7584
2007-09-30,66746,7572
2007-10-01,69547,7922
2007-10-02,69461,7907
2007-10-03,69372,7897
2007-10-04,69280,7888
2007-10-05,69187,7876
2007-10-06,69093,7867
2007-10-07,69003,7848
2007-10-08,68900,7839
2007-10-09,68804,7832
2007-10-10,68717,7823
2007-10-11,68625,7809
2007-10-12,68542,7803
2007-10-13,68451,7799
2007-10-14,68347,7786
2007-10-15,71311,8117
2007-10-16,71228,8104
2007-10-17,71145,8094
2007-10-18,71049,8084
2007-10-19,70950,8073
2007-10-20,70851,8064
2007-10-21,70742,8052
2007-10-22,70640,8046
2007-10-23,70548,8037
2007-10-24,70467,8025
2007-10-25,70380,8012
2007-10-26,70279,7995
2007-10-27,70184,7986
2007-10-28,70088,7979
2007-10-29,69991,7970
2007-10-30,69894,7960
2007-10-31,69812,7951
2007-11-01,72743,8281
2007-11-02,72666,8272
2007-11-03,72551,8263
2007-11-04,72458,8256
2007-11-05,72370,8252
2007-11-06,72264,8240
2007-11-07,72143,8230
2007-11-08,72058,8220
2007-11-09,71960,8212
2007-11-10,71868,8200
2007-11-11,71761,8191
2007-11-12,71671,8182
2007-11-13,71576,8169
2007-11-14,71487,8158
2007-11-15,74373,8483
2007-11-16,74291,8472
2007-11-17,74213,8459
2007-11-18,74119,8452
2007-11-19,74007,8441
2007-11-20,73919,8432
2007-11-21,73821,8418
2007-11-22,73720,8406
2007-11-23,73634,8396
2007-11-24,73543,8386
2007-11-25,73448,8381
2007-11-26,73373,8372
2007-11-27,73267,8364
2007-11-28,73185,8354
2007-11-29,73084,8345
2007-11-30,72991,8335
2007-12-01,75891,8668
2007-12-02,75797,8654
2007-12-03,75720,8645
2007-12-04,75623,8636
2007-12-05,75537,8624
2007-12-06,75445,8617
2007-12-07,75338,8606
2007-12-08,75245,8597
2007-12-09,75149,8595
2007-12-10,75035,8587
2007-12-11,74944,8575
2007-12-12,74844,8562
2007-12-13,74750,8555
2007-12-14,74673,8537
2007-12-15,77600,8852
2007-12-16,77518,8844
2007-12-17,77429,8837
2007-12-18,77345,8834
2007-12-19,77255,8824
2007-12-20,77163,8813
2007-12-21,77080,8804
2007-12-22,76986,8792
2007-12-23,76899,8784
2007-12-24,76783,8778
2007-12-25,76688,8769
2007-12-26,76606,8763
2007-12-27,76528,8752
2007-12-28,76440,8741
2007-12-29,76348,8731
2007-12-30,76259,8721
2007-12-31,76165,8718
2008-01-01,79029,9062
2008-01-02,78943,9047
2008-01-03,78861,9038
2008-01-04,78770,9031
2008-01-05,78673,9024
2008-01-06,78578,9013
2008-01-07,78469,9006
2008-01-08,78384,8996
2008-01-09,78282,8989
2008-01-10,78185,8984
2008-01-11,78098,8971
2008-01-12,77998,8961
2008-01-13,77936,8955
2008-01-14,77852,8944
2008-01-15,80781,9225
2008-01-16,80695,9212
2008-01-17,80598,9206
2008-01-18,80503,9199
2008-01-19,80404,9191
2008-01-20,80315,9179
2008-01-21,80226,9169
2008-01-22,80132,9155
2008-01-23,80042,9143
2008-01-24,79957,9129
2008-01-25,79863,9112
2008-01-26,79765,9102
2008-01-27,79673,9088
2008-01-28,79589,9079
2008-01-29,79499,9072
2008-01-30,79411,9061
2008-01-31,79324,9055
2008-02-01,82121,9375
2008-02-02,82031,9366
2008-02-03,81948,9359
2008-02-04,81861,9349
2008-02-05,81762,9333
2008-02-06,81680,9324
2008-02-07,81582,9313
2008-02-08,81484,9305
2008-02-09,81393,9297
2008-02-10,81307,9288
2008-02-11,81219,9279
2008-02-12,81142,9269
2008-02-13,81050,9253
2008-02-14,80962,9241
2008-02-15,83929,9560
2008-02-16,83830,9551
2008-02-17,83743,9539
2008-02-18,83645,9529
2008-02-19,83544,9521
2008-02-20,83462,9511
2008-02-21,83364,9504
2008-02-22,83265,9493
2008-02-23,83172,9488
2008-02-24,83087,9476
2008-02-25,82999,9464
2008-02-26,82906,9459
2008-02-27,82815,9452
2008-02-28,82717,9440
2008-02-29,82646,9429
2008-03-01,85559,9769
2008-03-02,85486,9755
2008-03-03,85394,9751
2008-03-04,85303,9742
2008-03-05,85199,9733
2008-03-06,85108,9724
2008-03-07,84994,9715
2008-03-08,84894,9706
2008-03-09,84788,9697
2008-03-10,84683,9683
2008-03-11,84598,9674
2008-03-12,84500,9662
2008-03-13,84412,9658
2008-03-14,84315,9644
2008-03-15,87307,9965
2008-03-16,87208,9958
2008-03-17,87104,9947
2008-03-18,87012,9937
2008-03-19,86906,9928
2008-03-20,86791,9918
2008-03-21,86689,9907
2008-03-22,86595,9890
2008-03-23,86501,9881
2008-03-24,86388,9868
2008-03-25,86295,9857
2008-03-26,86195,9845
2008-03-27,86100,9832
2008-03-28,86011,9816
2008-03-29,85922,9806
2008-03-30,85835,9797
2008-03-31,85736,9783
2008-04-01,88506,10067
2008-04-02,88428,10056
2008-04-03,88344,10043
2008-04-04,88243,10033
2008-04-05,88134,10023
2008-04-06,88044,10013
2008-04-07,87960,10003
2008-04-08,87875,9990
2008-04-09,87781,9978
2008-04-10,87692,9971
2008-04-11,87586,9955
2008-04-12,87486,9946
2008-04-13,87392,9938
2008-04-14,87299,9929
2008-04-15,90133,10229
2008-04-16,90045,10219
2008-04-17,89959,10214
2008-04-18,89855,10204
2008-04-19,89761,10196
2008-04-20,89665,10189
2008-04-21,89585,10172
2008-04-22,89498,10168
2008-04-23,89398,10161
2008-04-24,89291,10147
2008-04-25,89196,10139
2008-04-26,89115,10134
2008-04-27,89026,10122
2008-04-28,88935,10116
2008-04-29,88851,10106
2008-04-30,88765,10097
2008-05-01,91780,10429
2008-05-02,91687,10420
2008-05-03,91598,10404
2008-05-04,91509,10396
2008-05-05,91409,10385
2008-05-06,91301,10370
2008-05-07,91196,10360
2008-05-08,91104,10343
2008-05-09,91007,10331
2008-05-10,90910,10320
2008-05-11,90817,10313
2008-05-12,90721,10304
2008-05-13,90645,10295
2008-05-14,90528,10281
2008-05-15,93429,10630
2008-05-16,93334,10625
2008-05-17,93244,10615
2008-05-18,93170,10605
2008-05-19,93075,10592
2008-05-20,92990,10586
2008-05-21,92894,10576
2008-05-22,92802,10569
2008-05-23,92718,10557
2008-05-24,92611,10550
2008-05-25,92517,10539
2008-05-26,92433,10526
2008-05-27,92330,10513
2008-05-28,92239,10505
2008-05-29,92133,10496
2008-05-30,92038,10486
2008-05-31,91934,10478
2008-06-01,94946,10787
2008-06-02,94836,10780
2008-06-03,94735,10763
2008-06-04,94636,10754
2008-06-05,94534,10746
2008-06-06,94453,10737
2008-06-07,94375,10731
2008-06-08,94279,10727
2008-06-09,94179,10716
2008-06-10,94094,10704
2008-06-11,94003,10692
2008-06-12,93901,10681
2008-06-13,93804,10671
2008-06-14,93703,10651
2008-06-15,96609,10949
2008-06-16,96510,10941
2008-06-17,96403,10928
2008-06-18,96307,10921
2008-06-19,96218,10912
2008-06-20,96143,10898
2008-06-21,96034,10885
2008-06-22,95947,10879
2008-06-23,95855,10872
2008-06-24,95762,10863
2008-06-25,95684,10851
2008-06-26,95596,10842
2008-06-27,95498,10834
2008-06-28,95402,10822
2008-06-29,95314,10814
2008-06-30,95225,10806
2008-07-01,98199,11166
2008-07-02,98105,11161
2008-07-03,98011,11148
2008-07-04,97924,11138
2008-07-05,97836,11134
2008-07-06,97734,11121
2008-07-07,97637,11114
2008-07-08,97560,11104
2008-07-09,97455,11096
2008-07-10,97357,11084
2008-07-11,97268,11068
2008-07-12,97184,11060
2008-07-13,97075,11053
2008-07-14,96974,11043
2008-07-15,99826,11366
2008-07-16,99746,11355
2008-07-17,99637,11347
2008-07-18,99542,11340
2008-07-19,99453,11335
2008-07-20,99348,11329
2008-07-21,99269,11318
2008-07-22,99172,11298
2008-07-23,99087,11289
2008-07-24,98982,11282
2008-07-25,98900,11272
2008-07-26,98810,11266
2008-07-27,98728,11254
2008-07-28,98638,11237
2008-07-29,98549,11224
2008-07-30,98454,11215
2008-07-31,98362,11205
2008-08-01,101237,11547
2008-08-02,101145,11535
2008-08-03,101054,11528
2008-08-04,100950,11516
2008-08-05,100870,11504
2008-08-06,100775,11493
2008-08-07,100676,11486
2008-08-08,100566,11479
2008-08-09,100486,11471
2008-08-10,100405,11463
2008-08-11,100325,11455
2008-08-12,100233,11446
2008-08-13,100141,11440
2008-08-14,100044,11432
2008-08-15,102969,11763
2008-08-16,102882,11753
2008-08-17,102769,11740
2008-08-18,102671,11728
2008-08-19,102572,11712
2008-08-20,102489,11697
2008-08-21,102405,11691
2008-08-22,102304,11681
2008-08-23,102200,11664
2008-08-24,102113,11648
2008-08-25,102029,11637
2008-08-26,101940,11631
2008-08-27,101858,11620
2008-08-28,101766,11604
2008-08-29,101678,11592
2008-08-30,101598,11581
2008-08-31,101499,11571
2008-09-01,104350,11871
2008-09-02,104249,11859
2008-09-03,104151,11842
2008-09-04,104049,11831
2008-09-05,103945,11820
2008-09-06,103854,11806
2008-09-07,103763,11795
2008-09-08,103653,11785
2008-09-09,103547,11771
2008-09-10,103459,11763
2008-09-11,103374,11753
2008-09-12,103285,11741
2008-09-13,103194,11728
2008-09-14,103078,11718
2008-09-15,105979,12039
2008-09-16,105886,12026
2008-09-17,105785,12020
2008-09-18,105677,12017
2008-09-19,105582,12011
2008-09-20,105491,12004
2008-09-21,105413,11995
2008-09-22,105315,11990
2008-09-23,105207,11978
2008-09-24,105118,11967
2008-09-25,105025,11959
2008-09-26,104928,11951
2008-09-27,104846,11941
2008-09-28,104751,11922
2008-09-29,104645,11911
2008-09-30,104550,11905
2008-10-01,107502,12234
2008-10-02,107414,12222
2008-10-03,107327,12216
2008-10-04,107235,12205
2008-10-05,107129,12196
2008-10-06,107040,12187
2008-10-07,106967,12174
2008-10-08,106885,12165
2008-10-09,106783,12155
2008-10-10,106698,12144
2008-10-11,106609,12130
2008-10-12,106518,12123
2008-10-13,106428,12108
2008-10-14,106341,12099
2008-10-15,109338,12422
2008-10-16,109223,12417
2008-10-17,109110,12404
2008-10-18,109009,12392
2008-10-19,108921,12387
2008-10-20,108818,12379
2008-10-21,108724,12364
2008-10-22,108621,12353
2008-10-23,108514,12346
2008-10-24,108419,12337
2008-10-25,108328,12327
2008-10-26,108230,12317
2008-10-27,108125,12309
2008-10-28,108031,12297
2008-10-29,107948,12283
2008-10-30,107864,12274
2008-10-31,107769,12265
2008-11-01,110667,12566
2008-11-02,110555,12558
2008-11-03,110470,12547
2008-11-04,110379,12539
2008-11-05,110272,12530
2008-11-06,110172,12518
2008-11-07,110071,12509
2008-11-08,109985,12503
2008-11-09,109894,12490
2008-11-10,109793,12481
2008-11-11,109701,12470
2008-11-12,109609,12461
2008-11-13,109494,12454
2008-11-14,109409,12443
2008-11-15,112335,12775
2008-11-16,112237,12764
2008-11-17,112154,12752
2008-11-18,112066,12745
2008-11-19,111954,12741
2008-11-20,111853,12734
2008-11-21,111775,12723
2008-11-22,111689,12707
2008-11-23,111598,12694
2008-11-24,111506,12690
2008-11-25,111420,12675
2008-11-26,111333,12672
2008-11-27,111257,12664
2008-11-28,111165,12653
2008-11-29,111074,12642
2008-11-30,110989,12632
2008-12-01,113768,12976
2008-12-02,113658,12969
2008-12-03,113559,12956
2008-12-04,113467,12945
2008-12-05,113372,12938
2008-12-06,113278,12930
2008-12-07,113186,12920
2008-12-08,113087,12914
2008-12-09,113014,12906
2008-12-10,112915,12898
2008-12-11,112823,12889
2008-12-12,112740,12882
2008-12-13,112653,12874
2008-12-14,112559,12865
2008-12-15,115401,13209
