date,apple,pen
2006-05-08,75276,5652
2006-05-09,73430,5497
2006-05-10,71526,5368
2006-05-11,69676,5222
2006-05-12,67831,5077
2006-05-13,65947,4921
2006-05-14,64071,4804
2006-05-15,97035,7467
2006-05-16,95175,7311
2006-05-17,93303,7175
2006-05-18,91433,7051
2006-05-19,89596,6897
2006-05-20,87749,6753
2006-05-21,85899,6625
2006-05-22,84051,6492
2006-05-23,82171,6345
2006-05-24,80236,6197
2006-05-25,78326,6067
2006-05-26,76494,5922
2006-05-27,74569,5788
2006-05-28,72698,5647
2006-05-29,70819,5495
2006-05-30,68942,5344
2006-05-31,67000,5196
2006-06-01,100031,7752
2006-06-02,98112,7606
2006-06-03,96157,7461
2006-06-04,94322,7314
2006-06-05,92438,7186
2006-06-06,90596,7035
2006-06-07,88796,6893
2006-06-08,86971,6777
2006-06-09,85142,6646
2006-06-10,83276,6500
2006-06-11,81392,6368
2006-06-12,79615,6250
2006-06-13,77764,6103
2006-06-14,75925,5986
2006-06-15,109051,8548
2006-06-16,107219,8404
2006-06-17,105336,8263
2006-06-18,103451,8126
2006-06-19,101642,7973
2006-06-20,99764,7820
2006-06-21,97856,7688
2006-06-22,96029,7532
2006-06-23,94095,7387
2006-06-24,92179,7263
2006-06-25,90312,7109
2006-06-26,88435,6958
2006-06-27,86617,6806
2006-06-28,84737,6654
2006-06-29,82849,6516
2006-06-30,80922,6377
2006-07-01,113999,8835
2006-07-02,112136,8680
2006-07-03,110301,8538
2006-07-04,108523,8407
2006-07-05,106628,8247
2006-07-06,104660,8099
2006-07-07,102818,7971
2006-07-08,100979,7826
2006-07-09,99125,7663
2006-07-10,97354,7523
2006-07-11,95536,7382
2006-07-12,93654,7248
2006-07-13,91796,7106
2006-07-14,89863,6952
2006-07-15,122819,9582
2006-07-16,120922,9452
2006-07-17,119065,9301
2006-07-18,117272,9158
2006-07-19,115388,9005
2006-07-20,113487,8871
2006-07-21,111598,8715
2006-07-22,109698,8574
2006-07-23,107711,8434
2006-07-24,105851,8304
2006-07-25,104020,8164
2006-07-26,102210,8023
2006-07-27,100297,7864
2006-07-28,98419,7732
2006-07-29,96603,7580
2006-07-30,94783,7444
2006-07-31,92926,7270
2006-08-01,125982,9852
2006-08-02,124186,9716
2006-08-03,122376,9562
2006-08-04,120554,9417
2006-08-05,118673,9266
2006-08-06,116762,9138
2006-08-07,114954,9005
2006-08-08,113056,8878
2006-08-09,111191,8741
2006-08-10,109264,8586
2006-08-11,107377,8433
2006-08-12,105498,8285
2006-08-13,103681,8148
2006-08-14,101823,7995
2006-08-15,134913,10598
2006-08-16,133098,10445
2006-08-17,131197,10293
2006-08-18,129375,10161
2006-08-19,127525,10023
2006-08-20,125617,9890
2006-08-21,123705,9750
2006-08-22,121830,9593
2006-08-23,119987,9443
2006-08-24,118176,9281
2006-08-25,116340,9135
2006-08-26,114443,8999
2006-08-27,112573,8863
2006-08-28,110692,8715
2006-08-29,108786,8574
2006-08-30,106940,8421
2006-08-31,105088,8278
2006-09-01,138451,10888
2006-09-02,136558,10766
2006-09-03,134694,10619
2006-09-04,132833,10470
2006-09-05,131004,10323
2006-09-06,129136,10174
2006-09-07,127245,10045
2006-09-08,125390,9907
2006-09-09,123552,9759
2006-09-10,121697,9620
2006-09-11,119789,9469
2006-09-12,117885,9332
2006-09-13,115994,9197
2006-09-14,114099,9044
2006-09-15,147380,11598
2006-09-16,145520,11440
2006-09-17,143708,11304
2006-09-18,141830,11183
2006-09-19,139934,11045
2006-09-20,138120,10891
2006-09-21,136211,10771
2006-09-22,134388,10628
2006-09-23,132550,10486
2006-09-24,130751,10352
2006-09-25,128836,10200
2006-09-26,126910,10056
2006-09-27,125084,9922
2006-09-28,123183,9778
2006-09-29,121281,9644
2006-09-30,119430,9512
2006-10-01,152638,11976
2006-10-02,150740,11834
2006-10-03,148900,11690
2006-10-04,146980,11542
2006-10-05,145106,11402
2006-10-06,143263,11273
2006-10-07,141461,11118
2006-10-08,139576,10968
2006-10-09,137697,10820
2006-10-10,135828,10688
2006-10-11,133991,10543
2006-10-12,132198,10388
2006-10-13,130351,10234
2006-10-14,128482,10104
2006-10-15,161672,12627
2006-10-16,159754,12472
2006-10-17,157857,12319
2006-10-18,155962,12177
2006-10-19,154136,12040
2006-10-20,152212,11887
2006-10-21,150388,11720
2006-10-22,148494,11575
2006-10-23,146623,11435
2006-10-24,144810,11298
2006-10-25,143009,11145
2006-10-26,141125,10991
2006-10-27,139339,10844
2006-10-28,137382,10692
2006-10-29,135476,10552
2006-10-30,133573,10412
2006-10-31,131698,10267
2006-11-01,164733,12841
2006-11-02,162898,12714
2006-11-03,161048,12551
2006-11-04,159196,12395
2006-11-05,157448,12237
2006-11-06,155549,12085
2006-11-07,153689,11959
2006-11-08,151955,11827
2006-11-09,150141,11668
2006-11-10,148239,11520
2006-11-11,146521,11387
2006-11-12,144682,11253
2006-11-13,142863,11105
2006-11-14,140992,10957
2006-11-15,174121,13453
2006-11-16,172287,13303
2006-11-17,170433,13159
2006-11-18,168572,13004
2006-11-19,166735,12862
2006-11-20,164863,12713
2006-11-21,163006,12565
2006-11-22,161090,12418
2006-11-23,159258,12289
2006-11-24,157374,12148
2006-11-25,155462,11994
2006-11-26,153599,11858
2006-11-27,151724,11717
2006-11-28,149861,11573
2006-11-29,147986,11417
2006-11-30,146097,11280
2006-12-01,179102,13836
2006-12-02,177240,13697
2006-12-03,175389,13537
2006-12-04,173499,13396
2006-12-05,171604,13258
2006-12-06,169774,13124
2006-12-07,167804,12970
2006-12-08,165875,12818
2006-12-09,164011,12679
2006-12-10,162116,12542
2006-12-11,160229,12391
2006-12-12,158189,12245
2006-12-13,156269,12103
2006-12-14,154366,11942
2006-12-15,187555,14386
2006-12-16,185632,14237
2006-12-17,183758,14098
2006-12-18,181832,13951
2006-12-19,180014,13806
2006-12-20,178097,13653
2006-12-21,176255,13495
2006-12-22,174360,13372
2006-12-23,172497,13217
2006-12-24,170596,13075
2006-12-25,168710,12928
2006-12-26,166881,12787
2006-12-27,165075,12622
2006-12-28,163196,12482
2006-12-29,161301,12345
2006-12-30,159446,12204
2006-12-31,157537,12047
2007-01-01,190837,14542
2007-01-02,188930,14398
2007-01-03,187056,14251
2007-01-04,185220,14119
2007-01-05,183305,13989
2007-01-06,181440,13853
2007-01-07,179545,13729
2007-01-08,177690,13585
2007-01-09,175888,13437
2007-01-10,174014,13318
2007-01-11,172061,13188
2007-01-12,170168,13039
2007-01-13,168323,12897
2007-01-14,166456,12753
2007-01-15,199568,15315
2007-01-16,197726,15164
2007-01-17,195911,15022
2007-01-18,194125,14883
2007-01-19,192288,14756
2007-01-20,190405,14599
2007-01-21,188481,14466
2007-01-22,186633,14316
2007-01-23,184755,14164
2007-01-24,182981,14015
2007-01-25,181120,13885
2007-01-26,179236,13741
2007-01-27,177396,13592
2007-01-28,175588,13441
2007-01-29,173704,13294
2007-01-30,171855,13144
2007-01-31,170006,13001
2007-02-01,203435,15521
2007-02-02,201564,15370
2007-02-03,199692,15220
2007-02-04,197737,15059
2007-02-05,195917,14928
2007-02-06,194011,14778
2007-02-07,192134,14620
2007-02-08,190236,14495
2007-02-09,188375,14342
2007-02-10,186502,14210
2007-02-11,184755,14053
2007-02-12,182948,13875
2007-02-13,181146,13739
2007-02-14,179306,13588
2007-02-15,212390,16113
2007-02-16,210487,15982
2007-02-17,208656,15833
2007-02-18,206760,15707
2007-02-19,204935,15560
2007-02-20,203131,15418
2007-02-21,201221,15258
2007-02-22,199309,15116
2007-02-23,197509,14955
2007-02-24,195711,14836
2007-02-25,193853,14683
2007-02-26,191944,14520
2007-02-27,190092,14376
2007-02-28,188183,14241
2007-03-01,221566,16743
2007-03-02,219678,16614
2007-03-03,217811,16478
2007-03-04,215926,16345
2007-03-05,214074,16199
2007-03-06,212211,16039
2007-03-07,210354,15887
2007-03-08,208440,15756
2007-03-09,206544,15586
2007-03-10,204682,15448
2007-03-11,202848,15300
2007-03-12,200955,15162
2007-03-13,199094,15012
2007-03-14,197150,14863
2007-03-15,230369,17403
2007-03-16,228514,17238
2007-03-17,226659,17100
2007-03-18,224762,16947
2007-03-19,222966,16799
2007-03-20,221163,16670
2007-03-21,219249,16519
2007-03-22,217473,16378
2007-03-23,215639,16235
2007-03-24,213724,16091
2007-03-25,211808,15923
2007-03-26,209927,15797
2007-03-27,208074,15671
2007-03-28,206216,15538
2007-03-29,204304,15400
2007-03-30,202483,15268
2007-03-31,200640,15120
2007-04-01,233923,17596
2007-04-02,232046,17449
2007-04-03,230147,17309
2007-04-04,228272,17169
2007-04-05,226389,17039
2007-04-06,224534,16926
2007-04-07,222597,16795
2007-04-08,220762,16638
2007-04-09,218979,16492
2007-04-10,217050,16350
2007-04-11,215155,16206
2007-04-12,213250,16045
2007-04-13,211305,15908
2007-04-14,209435,15763
2007-04-15,242416,18323
2007-04-16,240521,18183
2007-04-17,238622,18048
2007-04-18,236791,17922
2007-04-19,234955,17781
2007-04-20,233047,17631
2007-04-21,231170,17488
2007-04-22,229302,17337
2007-04-23,227429,17190
2007-04-24,225518,17042
2007-04-25,223696,16907
2007-04-26,221757,16757
2007-04-27,219819,16620
2007-04-28,217887,16480
2007-04-29,216063,16327
2007-04-30,214267,16179
2007-05-01,247082,18724
2007-05-02,245225,18581
2007-05-03,243292,18424
2007-05-04,241434,18299
2007-05-05,239579,18142
2007-05-06,237692,17991
2007-05-07,235889,17854
2007-05-08,234076,17709
2007-05-09,232207,17575
2007-05-10,230362,17428
2007-05-11,228441,17300
2007-05-12,226633,17157
2007-05-13,224742,16998
2007-05-14,222809,16867
2007-05-15,255901,19446
2007-05-16,253997,19290
2007-05-17,252125,19157
2007-05-18,250292,19034
2007-05-19,248476,18890
2007-05-20,246571,18757
2007-05-21,244711,18636
2007-05-22,242810,18500
2007-05-23,240941,18363
2007-05-24,239105,18187
2007-05-25,237238,18056
2007-05-26,235395,17900
2007-05-27,233522,17770
2007-05-28,231667,17621
2007-05-29,229762,17496
2007-05-30,227940,17345
2007-05-31,226061,17191
2007-06-01,259141,19760
2007-06-02,257276,19602
2007-06-03,255377,19461
2007-06-04,253449,19317
2007-06-05,251513,19161
2007-06-06,249659,19026
2007-06-07,247793,18897
2007-06-08,245873,18741
2007-06-09,244082,18572
2007-06-10,242228,18407
2007-06-11,240382,18275
2007-06-12,238419,18137
2007-06-13,236534,17979
2007-06-14,234609,17811
2007-06-15,267945,20434
2007-06-16,266093,20294
2007-06-17,264238,20160
2007-06-18,262406,20017
2007-06-19,260507,19883
2007-06-20,258636,19756
2007-06-21,256816,19615
2007-06-22,254939,19490
2007-06-23,253120,19366
2007-06-24,251229,19221
2007-06-25,249371,19100
2007-06-26,247544,18941
2007-06-27,245751,18809
2007-06-28,243945,18672
2007-06-29,242068,18532
2007-06-30,240126,18387
2007-07-01,273139,20979
2007-07-02,271342,20852
2007-07-03,269543,20719
2007-07-04,267688,20589
2007-07-05,265790,20449
2007-07-06,263882,20317
2007-07-07,261991,20192
2007-07-08,260156,20034
2007-07-09,258268,19903
2007-07-10,256388,19766
2007-07-11,254495,19625
2007-07-12,252691,19487
2007-07-13,250781,19346
2007-07-14,248906,19220
2007-07-15,282475,21889
2007-07-16,280669,21759
2007-07-17,278767,21617
2007-07-18,276848,21470
2007-07-19,274982,21344
2007-07-20,273177,21215
2007-07-21,271267,21084
2007-07-22,269355,20918
2007-07-23,267436,20774
2007-07-24,265562,20632
2007-07-25,263661,20472
2007-07-26,261725,20340
2007-07-27,259789,20189
2007-07-28,257947,20068
2007-07-29,256070,19940
2007-07-30,254236,19788
2007-07-31,252340,19642
2007-08-01,285500,22110
2007-08-02,283671,21961
2007-08-03,281782,21822
2007-08-04,279869,21694
2007-08-05,278012,21566
2007-08-06,276151,21444
2007-08-07,274370,21306
2007-08-08,272656,21175
2007-08-09,270818,21024
2007-08-10,268992,20874
2007-08-11,267141,20733
2007-08-12,265333,20589
2007-08-13,263493,20453
2007-08-14,261605,20315
2007-08-15,294820,22825
2007-08-16,293015,22671
2007-08-17,291106,22527
2007-08-18,289203,22381
2007-08-19,287328,22230
2007-08-20,285511,22079
2007-08-21,283592,21941
2007-08-22,281740,21786
2007-08-23,279863,21618
2007-08-24,277988,21447
2007-08-25,276057,21307
2007-08-26,274160,21174
2007-08-27,272300,21045
2007-08-28,270433,20879
2007-08-29,268570,20736
2007-08-30,266748,20583
2007-08-31,264803,20433
2007-09-01,298246,22969
2007-09-02,296353,22823
2007-09-03,294544,22674
2007-09-04,292644,22543
2007-09-05,290797,22392
2007-09-06,288910,22258
2007-09-07,287051,22118
2007-09-08,285163,21981
2007-09-09,283324,21818
2007-09-10,281424,21666
2007-09-11,279595,21529
2007-09-12,277728,21392
2007-09-13,275841,21259
2007-09-14,273964,21137
2007-09-15,307097,23647
2007-09-16,305180,23510
2007-09-17,303310,23364
2007-09-18,301345,23210
2007-09-19,299448,23059
2007-09-20,297480,22922
2007-09-21,295570,22771
2007-09-22,293622,22625
2007-09-23,291755,22466
2007-09-24,289905,22332
2007-09-25,288028,22190
2007-09-26,286206,22044
2007-09-27,284387,21922
2007-09-28,282587,21794
2007-09-29,280791,21667
2007-09-30,278912,21542
2007-10-01,312253,24121
2007-10-02,310414,23970
2007-10-03,308580,23803
2007-10-04,306743,23654
2007-10-05,304873,23512
2007-10-06,303025,23361
2007-10-07,301173,23201
2007-10-08,299209,23086
2007-10-09,297323,22955
2007-10-10,295487,22814
2007-10-11,293664,22683
2007-10-12,291788,22533
2007-10-13,289911,22407
2007-10-14,288138,22269
2007-10-15,321483,24893
2007-10-16,319584,24769
2007-10-17,317714,24653
2007-10-18,315803,24497
2007-10-19,313912,24362
2007-10-20,312087,24221
2007-10-21,310239,24064
2007-10-22,308375,23913
2007-10-23,306417,23800
2007-10-24,304537,23633
2007-10-25,302728,23482
2007-10-26,300908,23349
2007-10-27,299060,23218
2007-10-28,297171,23057
2007-10-29,295302,22921
2007-10-30,293472,22780
2007-10-31,291524,22647
2007-11-01,324686,25149
2007-11-02,322868,25001
2007-11-03,320952,24853
2007-11-04,319042,24698
2007-11-05,317157,24532
2007-11-06,315300,24372
2007-11-07,313410,24224
2007-11-08,311571,24095
2007-11-09,309697,23952
2007-11-10,307896,23809
2007-11-11,306045,23668
2007-11-12,304139,23510
2007-11-13,302306,23367
2007-11-14,300336,23211
2007-11-15,333490,25827
2007-11-16,331634,25680
2007-11-17,329699,25546
2007-11-18,327846,25402
2007-11-19,325930,25277
2007-11-20,324052,25134
2007-11-21,322198,24997
2007-11-22,320255,24843
2007-11-23,318408,24705
2007-11-24,316537,24547
2007-11-25,314779,24412
2007-11-26,312945,24268
2007-11-27,311127,24129
2007-11-28,309271,23989
2007-11-29,307377,23842
2007-11-30,305537,23708
2007-12-01,338664,26266
2007-12-02,336736,26120
2007-12-03,334934,25971
2007-12-04,333043,25823
2007-12-05,331118,25692
2007-12-06,329220,25570
2007-12-07,327424,25416
2007-12-08,325562,25276
2007-12-09,323624,25131
2007-12-10,321741,24998
2007-12-11,319898,24849
2007-12-12,318073,24724
2007-12-13,316221,24604
2007-12-14,314358,24462
2007-12-15,347701,27081
2007-12-16,345837,26945
2007-12-17,343907,26813
2007-12-18,342071,26668
2007-12-19,340175,26531
2007-12-20,338363,26391
2007-12-21,336576,26237
2007-12-22,334761,26054
2007-12-23,332849,25901
2007-12-24,330976,25760
2007-12-25,329140,25625
2007-12-26,327327,25487
2007-12-27,325505,25337
2007-12-28,323589,25203
2007-12-29,321659,25062
2007-12-30,319829,24940
2007-12-31,317972,24803
2008-01-01,351625,27404
2008-01-02,349774,27258
2008-01-03,347902,27109
2008-01-04,346079,26968
2008-01-05,344243,26849
2008-01-06,342357,26720
2008-01-07,340432,26557
2008-01-08,338463,26433
2008-01-09,336576,26300
2008-01-10,334635,26172
2008-01-11,332777,26035
2008-01-12,330912,25888
2008-01-13,329031,25770
2008-01-14,327199,25588
2008-01-15,360246,28129
2008-01-16,358318,27976
2008-01-17,356414,27813
2008-01-18,354588,27664
2008-01-19,352791,27517
2008-01-20,350900,27375
2008-01-21,348993,27233
2008-01-22,347123,27091
2008-01-23,345279,26966
2008-01-24,343406,26834
2008-01-25,341529,26689
2008-01-26,339661,26559
2008-01-27,337858,26412
2008-01-28,335995,26286
2008-01-29,334143,26135
2008-01-30,332260,25994
2008-01-31,330414,25837
2008-02-01,363718,28367
2008-02-02,361882,28228
2008-02-03,360020,28081
2008-02-04,358119,27934
2008-02-05,356245,27799
2008-02-06,354309,27642
2008-02-07,352395,27505
2008-02-08,350508,27355
2008-02-09,348687,27231
2008-02-10,346840,27076
2008-02-11,344996,26919
2008-02-12,343149,26777
2008-02-13,341217,26635
2008-02-14,339330,26496
2008-02-15,372832,28996
2008-02-16,370987,28832
2008-02-17,369096,28686
2008-02-18,367263,28515
2008-02-19,365377,28384
2008-02-20,363405,28255
2008-02-21,361561,28121
2008-02-22,359591,27972
2008-02-23,357692,27845
2008-02-24,355782,27680
2008-02-25,353903,27530
2008-02-26,352033,27403
2008-02-27,350165,27261
2008-02-28,348380,27122
2008-02-29,346423,26988
2008-03-01,379623,29539
2008-03-02,377725,29402
2008-03-03,375881,29269
2008-03-04,374018,29134
2008-03-05,372149,28991
2008-03-06,370293,28833
2008-03-07,368451,28687
2008-03-08,366541,28539
2008-03-09,364668,28397
2008-03-10,362824,28254
2008-03-11,360961,28106
2008-03-12,359043,27947
2008-03-13,357187,27796
2008-03-14,355279,27659
2008-03-15,388320,30221
2008-03-16,386469,30090
2008-03-17,384568,29943
2008-03-18,382713,29792
2008-03-19,380814,29640
2008-03-20,378963,29499
2008-03-21,377134,29356
2008-03-22,375293,29202
2008-03-23,373441,29051
2008-03-24,371518,28897
2008-03-25,369576,28736
2008-03-26,367590,28599
2008-03-27,365752,28472
2008-03-28,363973,28320
2008-03-29,362030,28181
2008-03-30,360239,28020
2008-03-31,358355,27879
2008-04-01,391375,30461
2008-04-02,389491,30313
2008-04-03,387588,30153
2008-04-04,385712,30010
2008-04-05,383900,29862
2008-04-06,382027,29747
2008-04-07,380254,29588
2008-04-08,378423,29461
2008-04-09,376629,29322
2008-04-10,374804,29190
2008-04-11,372967,29051
2008-04-12,371066,28917
2008-04-13,369232,28759
2008-04-14,367399,28613
2008-04-15,400447,31120
2008-04-16,398639,30982
2008-04-17,396695,30839
2008-04-18,394751,30697
2008-04-19,392924,30543
2008-04-20,391113,30392
2008-04-21,389193,30243
2008-04-22,387408,30107
2008-04-23,385521,29937
2008-04-24,383709,29782
2008-04-25,381840,29636
2008-04-26,380021,29496
2008-04-27,378199,29350
2008-04-28,376289,29222
2008-04-29,374411,29063
2008-04-30,372502,28915
2008-05-01,405386,31454
2008-05-02,403521,31320
2008-05-03,401668,31185
2008-05-04,399783,31035
2008-05-05,397873,30903
2008-05-06,395946,30746
2008-05-07,394100,30596
2008-05-08,392327,30450
2008-05-09,390438,30298
2008-05-10,388578,30168
2008-05-11,386679,30022
2008-05-12,384858,29883
2008-05-13,382984,29720
2008-05-14,381154,29577
2008-05-15,414170,32165
2008-05-16,412269,32029
2008-05-17,410354,31898
2008-05-18,408590,31756
2008-05-19,406756,31614
2008-05-20,404841,31442
2008-05-21,402922,31284
2008-05-22,401037,31162
2008-05-23,399144,31008
2008-05-24,397281,30866
2008-05-25,395497,30716
2008-05-26,393589,30565
2008-05-27,391741,30408
2008-05-28,389930,30286
2008-05-29,388114,30141
2008-05-30,386181,30007
2008-05-31,384282,29864
2008-06-01,417082,32444
2008-06-02,415278,32295
2008-06-03,413455,32150
2008-06-04,411567,32016
2008-06-05,409682,31888
2008-06-06,407775,31752
2008-06-07,405879,31593
2008-06-08,404010,31472
2008-06-09,402125,31341
2008-06-10,400293,31171
2008-06-11,398433,31041
2008-06-12,396521,30907
2008-06-13,394655,30770
2008-06-14,392763,30610
2008-06-15,425784,33203
2008-06-16,423904,33058
2008-06-17,422021,32930
2008-06-18,420123,32780
2008-06-19,418244,32645
2008-06-20,416421,32497
2008-06-21,414536,32366
2008-06-22,412671,32215
2008-06-23,410773,32061
2008-06-24,408890,31933
2008-06-25,406986,31803
2008-06-26,405064,31664
2008-06-27,403226,31492
2008-06-28,401386,31358
2008-06-29,399426,31201
2008-06-30,397537,31082
2008-07-01,430569,33696
2008-07-02,428663,33540
2008-07-03,426740,33381
2008-07-04,424896,33255
2008-07-05,423063,33117
2008-07-06,421268,32965
2008-07-07,419336,32825
2008-07-08,417445,32692
2008-07-09,415548,32562
2008-07-10,413748,32407
2008-07-11,411954,32274
2008-07-12,410070,32161
2008-07-13,408174,32032
2008-07-14,406289,31889
2008-07-15,439491,34423
2008-07-16,437572,34270
2008-07-17,435677,34112
2008-07-18,433814,33984
2008-07-19,431896,33852
2008-07-20,430013,33720
2008-07-21,428109,33573
2008-07-22,426207,33453
2008-07-23,424282,33300
2008-07-24,422387,33168
2008-07-25,420519,33007
2008-07-26,418617,32873
2008-07-27,416677,32742
2008-07-28,414814,32603
2008-07-29,413010,32450
2008-07-30,411092,32300
2008-07-31,409171,32161
2008-08-01,442159,34700
2008-08-02,440312,34555
2008-08-03,438497,34426
2008-08-04,436614,34291
2008-08-05,434726,34167
2008-08-06,432770,34020
2008-08-07,430926,33877
2008-08-08,429087,33742
2008-08-09,427173,33598
2008-08-10,425297,33444
2008-08-11,423441,33318
2008-08-12,421561,33178
2008-08-13,419677,33053
2008-08-14,417822,32929
2008-08-15,451243,35456
2008-08-16,449348,35295
2008-08-17,447489,35124
2008-08-18,445620,34959
2008-08-19,443672,34803
2008-08-20,441847,34672
2008-08-21,439972,34535
2008-08-22,438093,34398
2008-08-23,436146,34258
2008-08-24,434263,34100
2008-08-25,432385,33945
2008-08-26,430459,33809
2008-08-27,428608,33678
2008-08-28,426740,33523
2008-08-29,424915,33412
2008-08-30,423092,33285
2008-08-31,421247,33134
2008-09-01,454225,35693
2008-09-02,452450,35546
2008-09-03,450584,35415
2008-09-04,448714,35276
2008-09-05,446799,35140
2008-09-06,444975,34983
2008-09-07,443111,34848
2008-09-08,441308,34701
2008-09-09,439431,34545
2008-09-10,437488,34404
2008-09-11,435622,34277
2008-09-12,433775,34134
2008-09-13,431863,33999
2008-09-14,429980,33854
2008-09-15,463203,36486
2008-09-16,461295,36351
2008-09-17,459436,36212
2008-09-18,457476,36066
2008-09-19,455599,35924
2008-09-20,453727,35775
2008-09-21,451881,35619
2008-09-22,449998,35483
2008-09-23,448118,35329
2008-09-24,446210,35202
2008-09-25,444346,35060
2008-09-26,442409,34929
2008-09-27,440555,34787
2008-09-28,438664,34669
2008-09-29,436789,34501
2008-09-30,434936,34366
2008-10-01,467754,37021
2008-10-02,465897,36887
2008-10-03,463975,36750
2008-10-04,462108,36584
2008-10-05,460257,36415
2008-10-06,458461,36291
2008-10-07,456626,36138
2008-10-08,454735,35993
2008-10-09,452801,35862
2008-10-10,450930,35749
2008-10-11,449033,35610
2008-10-12,447223,35461
2008-10-13,445292,35320
2008-10-14,443388,35185
2008-10-15,476591,37777
2008-10-16,474740,37618
2008-10-17,472861,37480
2008-10-18,470927,37326
2008-10-19,469049,37198
2008-10-20,467117,37064
2008-10-21,465231,36931
2008-10-22,463373,36798
2008-10-23,461518,36665
2008-10-24,459624,36536
2008-10-25,457789,36402
2008-10-26,455989,36275
2008-10-27,454075,36145
2008-10-28,452207,35997
2008-10-29,450348,35844
2008-10-30,448475,35704
2008-10-31,446606,35586
2008-11-01,479821,38134
2008-11-02,477899,37999
2008-11-03,475987,37863
2008-11-04,474093,37714
2008-11-05,472189,37571
2008-11-06,470330,37424
2008-11-07,468443,37290
2008-11-08,466593,37156
2008-11-09,464656,37025
2008-11-10,462838,36891
2008-11-11,461083,36733
2008-11-12,459125,36583
2008-11-13,457277,36437
2008-11-14,455352,36307
2008-11-15,488301,38895
2008-11-16,486438,38747
2008-11-17,484597,38605
2008-11-18,482742,38481
2008-11-19,480890,38340
2008-11-20,479045,38201
2008-11-21,477173,38043
2008-11-22,475275,37912
2008-11-23,473470,37767
2008-11-24,471542,37617
2008-11-25,469644,37495
2008-11-26,467809,37340
2008-11-27,465900,37205
2008-11-28,463967,37052
2008-11-29,462143,36888
2008-11-30,460264,36762
2008-12-01,493187,39303
2008-12-02,491355,39158
2008-12-03,489539,39024
2008-12-04,487654,38880
2008-12-05,485799,38754
2008-12-06,483906,38609
2008-12-07,482030,38450
2008-12-08,480199,38303
2008-12-09,478383,38149
2008-12-10,476555,37995
2008-12-11,474664,37840
