date,apple,pen
2007-03-13,64280,3520
2007-03-14,63439,3471
2007-03-15,77696,4173
2007-03-16,76852,4132
2007-03-17,76026,4085
2007-03-18,75161,4044
2007-03-19,74317,3996
2007-03-20,73417,3948
2007-03-21,72562,3904
2007-03-22,71752,3853
2007-03-23,70912,3797
2007-03-24,70072,3756
2007-03-25,69204,3707
2007-03-26,68404,3660
2007-03-27,67599,3624
2007-03-28,66719,3576
2007-03-29,65932,3533
2007-03-30,65106,3489
2007-03-31,64226,3444
2007-04-01,78386,4159
2007-04-02,77515,4109
2007-04-03,76689,4066
2007-04-04,75859,4015
2007-04-05,74982,3959
2007-04-06,74118,3916
2007-04-07,73257,3874
2007-04-08,72374,3827
2007-04-09,71519,3773
2007-04-10,70694,3728
2007-04-11,69834,3684
2007-04-12,69029,3654
2007-04-13,68172,3619
2007-04-14,67346,3576
2007-04-15,81778,4267
2007-04-16,80965,4219
2007-04-17,80111,4176
2007-04-18,79286,4133
2007-04-19,78435,4085
2007-04-20,77640,4051
2007-04-21,76753,4010
2007-04-22,75859,3963
2007-04-23,75055,3919
2007-04-24,74212,3875
2007-04-25,73343,3828
2007-04-26,72497,3793
2007-04-27,71658,3757
2007-04-28,70797,3715
2007-04-29,69919,3669
2007-04-30,69128,3615
2007-05-01,83228,4407
2007-05-02,82355,4374
2007-05-03,81493,4324
2007-05-04,80663,4279
2007-05-05,79858,4239
2007-05-06,79047,4195
2007-05-07,78228,4143
2007-05-08,77381,4100
2007-05-09,76542,4060
2007-05-10,75690,4018
2007-05-11,74790,3982
2007-05-12,73939,3930
2007-05-13,73084,3891
2007-05-14,72251,3858
2007-05-15,86357,4608
2007-05-16,85470,4558
2007-05-17,84615,4491
2007-05-18,83733,4437
2007-05-19,82853,4397
2007-05-20,81985,4352
2007-05-21,81125,4296
2007-05-22,80287,4244
2007-05-23,79436,4202
2007-05-24,78582,4151
2007-05-25,77714,4104
2007-05-26,76897,4054
2007-05-27,76057,4019
2007-05-28,75259,3962
2007-05-29,74413,3912
2007-05-30,73600,3875
2007-05-31,72759,3833
2007-06-01,86690,4603
2007-06-02,85849,4556
2007-06-03,85026,4514
2007-06-04,84176,4471
2007-06-05,83343,4427
2007-06-06,82496,4376
2007-06-07,81636,4329
2007-06-08,80792,4281
2007-06-09,79935,4232
2007-06-10,79089,4184
2007-06-11,78243,4131
2007-06-12,77391,4077
2007-06-13,76509,4036
2007-06-14,75677,4000
2007-06-15,90022,4761
2007-06-16,89183,4705
2007-06-17,88350,4667
2007-06-18,87437,4626
2007-06-19,86577,4574
2007-06-20,85690,4516
2007-06-21,84816,4480
2007-06-22,83979,4439
2007-06-23,83137,4397
2007-06-24,82309,4359
2007-06-25,81458,4320
2007-06-26,80608,4285
2007-06-27,79792,4242
2007-06-28,78937,4208
2007-06-29,78121,4175
2007-06-30,77257,4133
2007-07-01,91526,4869
2007-07-02,90657,4821
2007-07-03,89825,4783
2007-07-04,88990,4744
2007-07-05,88169,4707
2007-07-06,87302,4668
2007-07-07,86452,4621
2007-07-08,85625,4574
2007-07-09,84796,4543
2007-07-10,83995,4508
2007-07-11,83193,4470
2007-07-12,82353,4433
2007-07-13,81484,4391
2007-07-14,80609,4353
2007-07-15,94842,5048
2007-07-16,93980,5011
2007-07-17,93124,4970
2007-07-18,92258,4927
2007-07-19,91452,4886
2007-07-20,90575,4843
2007-07-21,89721,4809
2007-07-22,88807,4750
2007-07-23,87973,4705
2007-07-24,87166,4668
2007-07-25,86318,4616
2007-07-26,85457,4573
2007-07-27,84649,4539
2007-07-28,83834,4489
2007-07-29,83014,4438
2007-07-30,82107,4386
2007-07-31,81255,4341
2007-08-01,95361,5059
2007-08-02,94571,5000
2007-08-03,93739,4960
2007-08-04,92865,4918
2007-08-05,91985,4884
2007-08-06,91121,4837
2007-08-07,90281,4797
2007-08-08,89495,4761
2007-08-09,88636,4716
2007-08-10,87827,4673
2007-08-11,86958,4635
2007-08-12,86094,4588
2007-08-13,85253,4537
2007-08-14,84439,4495
2007-08-15,98489,5248
2007-08-16,97651,5211
2007-08-17,96823,5174
2007-08-18,95955,5133
2007-08-19,95109,5071
2007-08-20,94301,5027
2007-08-21,93472,4987
2007-08-22,92610,4946
2007-08-23,91741,4907
2007-08-24,90864,4861
2007-08-25,90058,4811
2007-08-26,89181,4766
2007-08-27,88308,4721
2007-08-28,87455,4673
2007-08-29,86641,4625
2007-08-30,85758,4584
2007-08-31,84920,4533
2007-09-01,99076,5269
2007-09-02,98213,5219
2007-09-03,97360,5178
2007-09-04,96490,5141
2007-09-05,95605,5103
2007-09-06,94765,5055
2007-09-07,93908,5012
2007-09-08,93013,4969
2007-09-09,92159,4921
2007-09-10,91294,4875
2007-09-11,90485,4828
2007-09-12,89614,4791
2007-09-13,88779,4742
2007-09-14,87918,4703
2007-09-15,102025,5446
2007-09-16,101196,5391
2007-09-17,100326,5342
2007-09-18,99504,5301
2007-09-19,98656,5261
2007-09-20,97795,5223
2007-09-21,96940,5191
2007-09-22,96106,5149
2007-09-23,95328,5092
2007-09-24,94446,5048
2007-09-25,93589,4990
2007-09-26,92713,4942
2007-09-27,91797,4901
2007-09-28,90920,4853
2007-09-29,90017,4807
2007-09-30,89169,4754
2007-10-01,103221,5459
2007-10-02,102421,5424
2007-10-03,101565,5385
2007-10-04,100752,5346
2007-10-05,99877,5302
2007-10-06,98993,5263
2007-10-07,98124,5225
2007-10-08,97215,5186
2007-10-09,96350,5142
2007-10-10,95503,5102
2007-10-11,94634,5061
2007-10-12,93742,5003
2007-10-13,92960,4957
2007-10-14,92138,4918
2007-10-15,106296,5631
2007-10-16,105429,5586
2007-10-17,104621,5557
2007-10-18,103783,5505
2007-10-19,102889,5458
2007-10-20,102028,5410
2007-10-21,101224,5366
2007-10-22,100439,5316
2007-10-23,99558,5269
2007-10-24,98726,5232
2007-10-25,97882,5191
2007-10-26,96998,5148
2007-10-27,96128,5091
2007-10-28,95352,5046
2007-10-29,94444,5011
2007-10-30,93576,4975
2007-10-31,92751,4935
2007-11-01,106962,5701
2007-11-02,106124,5667
2007-11-03,105237,5627
2007-11-04,104420,5586
2007-11-05,103548,5553
2007-11-06,102701,5502
2007-11-07,101892,5459
2007-11-08,101024,5415
2007-11-09,100141,5367
2007-11-10,99280,5331
2007-11-11,98427,5290
2007-11-12,97586,5231
2007-11-13,96696,5179
2007-11-14,95856,5134
2007-11-15,110104,5801
2007-11-16,109234,5754
2007-11-17,108429,5706
2007-11-18,107587,5669
2007-11-19,106754,5619
2007-11-20,105933,5570
2007-11-21,105051,5522
2007-11-22,104197,5473
2007-11-23,103345,5430
2007-11-24,102494,5383
2007-11-25,101670,5339
2007-11-26,100865,5299
2007-11-27,100024,5249
2007-11-28,99202,5218
2007-11-29,98320,5180
2007-11-30,97495,5139
2007-12-01,111464,5967
2007-12-02,110610,5924
2007-12-03,109781,5877
2007-12-04,108888,5828
2007-12-05,108061,5783
2007-12-06,107196,5740
2007-12-07,106367,5699
2007-12-08,105557,5652
2007-12-09,104781,5604
2007-12-10,103949,5558
2007-12-11,103119,5519
2007-12-12,102283,5456
2007-12-13,101453,5406
2007-12-14,100632,5364
2007-12-15,114846,6105
2007-12-16,113931,6062
2007-12-17,113156,6018
2007-12-18,112335,5986
2007-12-19,111477,5943
2007-12-20,110601,5895
2007-12-21,109755,5848
2007-12-22,108937,5806
2007-12-23,108022,5765
2007-12-24,107119,5712
2007-12-25,106323,5672
2007-12-26,105490,5624
2007-12-27,104617,5580
2007-12-28,103684,5525
2007-12-29,102807,5484
2007-12-30,101929,5430
2007-12-31,101100,5375
2008-01-01,115115,6156
2008-01-02,114262,6115
2008-01-03,113417,6069
2008-01-04,112603,6029
2008-01-05,111740,5988
2008-01-06,110883,5942
2008-01-07,110064,5899
2008-01-08,109234,5860
2008-01-09,108371,5812
2008-01-10,107504,5769
2008-01-11,106759,5715
2008-01-12,105897,5660
2008-01-13,105024,5620
2008-01-14,104143,5570
2008-01-15,118463,6282
2008-01-16,117629,6250
2008-01-17,116760,6213
2008-01-18,115933,6169
2008-01-19,115096,6128
2008-01-20,114300,6082
2008-01-21,113445,6031
2008-01-22,112561,5992
2008-01-23,111720,5956
2008-01-24,110951,5913
2008-01-25,110118,5866
2008-01-26,109261,5828
2008-01-27,108424,5778
2008-01-28,107624,5736
2008-01-29,106788,5689
2008-01-30,105903,5635
2008-01-31,105034,5598
2008-02-01,119144,6308
2008-02-02,118266,6266
2008-02-03,117414,6218
2008-02-04,116587,6176
2008-02-05,115742,6130
2008-02-06,114871,6084
2008-02-07,114018,6045
2008-02-08,113123,5993
2008-02-09,112243,5953
2008-02-10,111382,5905
2008-02-11,110565,5871
2008-02-12,109730,5820
2008-02-13,108898,5768
2008-02-14,108064,5725
2008-02-15,122380,6470
2008-02-16,121469,6433
2008-02-17,120604,6390
2008-02-18,119771,6334
2008-02-19,118907,6288
2008-02-20,118082,6228
2008-02-21,117221,6191
2008-02-22,116302,6155
2008-02-23,115470,6116
2008-02-24,114553,6069
2008-02-25,113683,6034
2008-02-26,112806,5978
2008-02-27,111950,5930
2008-02-28,111100,5895
2008-02-29,110251,5852
2008-03-01,124552,6613
2008-03-02,123713,6568
2008-03-03,122888,6520
2008-03-04,122033,6469
2008-03-05,121167,6421
2008-03-06,120332,6381
2008-03-07,119507,6338
2008-03-08,118676,6294
2008-03-09,117827,6252
2008-03-10,116940,6212
2008-03-11,116084,6162
2008-03-12,115221,6118
2008-03-13,114373,6078
2008-03-14,113522,6035
2008-03-15,127678,6813
2008-03-16,126809,6763
2008-03-17,125974,6723
2008-03-18,125113,6684
2008-03-19,124249,6643
2008-03-20,123428,6594
2008-03-21,122567,6552
2008-03-22,121698,6504
2008-03-23,120826,6463
2008-03-24,119980,6425
2008-03-25,119130,6375
2008-03-26,118292,6327
2008-03-27,117406,6277
2008-03-28,116508,6223
2008-03-29,115580,6182
2008-03-30,114752,6147
2008-03-31,113963,6098
2008-04-01,127932,6844
2008-04-02,127092,6799
2008-04-03,126266,6751
2008-04-04,125401,6702
2008-04-05,124559,6653
2008-04-06,123766,6605
2008-04-07,122901,6563
2008-04-08,122068,6517
2008-04-09,121204,6474
2008-04-10,120334,6429
2008-04-11,119498,6382
2008-04-12,118685,6342
2008-04-13,117841,6290
2008-04-14,116960,6249
2008-04-15,131094,6982
2008-04-16,130184,6941
2008-04-17,129325,6895
2008-04-18,128452,6838
2008-04-19,127653,6806
2008-04-20,126754,6758
2008-04-21,125901,6712
2008-04-22,125070,6668
2008-04-23,124247,6620
2008-04-24,123354,6575
2008-04-25,122478,6536
2008-04-26,121576,6490
2008-04-27,120739,6437
2008-04-28,119910,6391
2008-04-29,119026,6346
2008-04-30,118188,6304
2008-05-01,132328,7077
2008-05-02,131492,7037
2008-05-03,130634,6990
2008-05-04,129770,6946
2008-05-05,128959,6903
2008-05-06,128084,6864
2008-05-07,127210,6825
2008-05-08,126358,6775
2008-05-09,125493,6729
2008-05-10,124615,6678
2008-05-11,123737,6641
2008-05-12,122901,6587
2008-05-13,122098,6548
2008-05-14,121224,6503
2008-05-15,135394,7263
2008-05-16,134569,7215
2008-05-17,133696,7159
2008-05-18,132859,7111
2008-05-19,131973,7056
2008-05-20,131129,7022
2008-05-21,130298,6978
2008-05-22,129464,6936
2008-05-23,128625,6891
2008-05-24,127776,6849
2008-05-25,126901,6811
2008-05-26,126038,6759
2008-05-27,125186,6703
2008-05-28,124356,6662
2008-05-29,123492,6618
2008-05-30,122617,6568
2008-05-31,121753,6519
2008-06-01,135928,7261
2008-06-02,135058,7221
2008-06-03,134256,7171
2008-06-04,133391,7137
2008-06-05,132526,7100
2008-06-06,131656,7055
2008-06-07,130794,7016
2008-06-08,129934,6980
2008-06-09,129059,6940
2008-06-10,128192,6896
2008-06-11,127396,6850
2008-06-12,126576,6812
2008-06-13,125659,6770
2008-06-14,124840,6731
2008-06-15,138964,7466
2008-06-16,138089,7420
2008-06-17,137235,7375
2008-06-18,136379,7329
2008-06-19,135564,7281
2008-06-20,134696,7222
2008-06-21,133866,7185
2008-06-22,133003,7139
2008-06-23,132182,7096
2008-06-24,131314,7048
2008-06-25,130437,7002
2008-06-26,129623,6953
2008-06-27,128805,6901
2008-06-28,127965,6862
2008-06-29,127044,6823
2008-06-30,126244,6784
2008-07-01,140248,7551
2008-07-02,139383,7517
2008-07-03,138475,7475
2008-07-04,137642,7425
2008-07-05,136824,7389
2008-07-06,135964,7351
2008-07-07,135082,7303
2008-07-08,134173,7253
2008-07-09,133353,7205
2008-07-10,132557,7150
2008-07-11,131704,7106
2008-07-12,130821,7067
2008-07-13,129969,7018
2008-07-14,129133,6973
2008-07-15,143346,7727
2008-07-16,142505,7693
2008-07-17,141648,7655
2008-07-18,140829,7614
2008-07-19,139961,7563
2008-07-20,139104,7512
2008-07-21,138302,7465
2008-07-22,137456,7433
2008-07-23,136533,7387
2008-07-24,135675,7345
2008-07-25,134844,7294
2008-07-26,133961,7257
2008-07-27,133100,7213
2008-07-28,132291,7173
2008-07-29,131469,7137
2008-07-30,130586,7103
2008-07-31,129753,7063
2008-08-01,143804,7824
2008-08-02,142957,7783
2008-08-03,142076,7744
2008-08-04,141237,7700
2008-08-05,140409,7660
2008-08-06,139555,7625
2008-08-07,138739,7579
2008-08-08,137908,7532
2008-08-09,137104,7475
2008-08-10,136245,7435
2008-08-11,135394,7396
2008-08-12,134564,7345
2008-08-13,133711,7300
2008-08-14,132833,7258
2008-08-15,146814,8007
2008-08-16,146007,7965
2008-08-17,145203,7924
2008-08-18,144357,7881
2008-08-19,143490,7827
2008-08-20,142647,7768
2008-08-21,141798,7712
2008-08-22,140895,7661
2008-08-23,140075,7624
2008-08-24,139222,7583
2008-08-25,138366,7543
2008-08-26,137464,7501
2008-08-27,136605,7449
2008-08-28,135750,7399
2008-08-29,134862,7359
2008-08-30,134025,7322
2008-08-31,133176,7271
2008-09-01,147216,8054
2008-09-02,146378,8006
2008-09-03,145540,7950
2008-09-04,144744,7908
2008-09-05,143879,7860
2008-09-06,143014,7814
2008-09-07,142158,7776
2008-09-08,141339,7729
2008-09-09,140529,7686
2008-09-10,139686,7638
2008-09-11,138818,7580
2008-09-12,137987,7533
2008-09-13,137151,7493
2008-09-14,136299,7460
2008-09-15,150170,8196
2008-09-16,149293,8147
2008-09-17,148457,8100
2008-09-18,147634,8059
2008-09-19,146767,8014
2008-09-20,145901,7969
2008-09-21,145067,7926
2008-09-22,144251,7871
2008-09-23,143383,7825
2008-09-24,142524,7785
2008-09-25,141720,7742
2008-09-26,140858,7692
2008-09-27,140003,7641
2008-09-28,139183,7593
2008-09-29,138395,7558
2008-09-30,137519,7514
2008-10-01,151607,8237
2008-10-02,150726,8194
2008-10-03,149843,8148
2008-10-04,149038,8107
2008-10-05,148224,8052
2008-10-06,147320,8017
2008-10-07,146479,7978
2008-10-08,145594,7937
2008-10-09,144746,7880
2008-10-10,143909,7821
2008-10-11,143109,7782
2008-10-12,142234,7737
2008-10-13,141341,7700
2008-10-14,140491,7672
2008-10-15,154701,8398
2008-10-16,153856,8349
2008-10-17,153024,8305
2008-10-18,152159,8272
2008-10-19,151349,8231
2008-10-20,150461,8186
2008-10-21,149622,8136
2008-10-22,148766,8100
2008-10-23,147874,8061
2008-10-24,147013,8023
2008-10-25,146171,7985
2008-10-26,145331,7947
2008-10-27,144465,7911
2008-10-28,143639,7872
2008-10-29,142836,7837
2008-10-30,141956,7800
2008-10-31,141107,7753
2008-11-01,155116,8544
2008-11-02,154272,8512
2008-11-03,153407,8475
2008-11-04,152531,8432
2008-11-05,151649,8387
2008-11-06,150782,8355
2008-11-07,149928,8324
2008-11-08,149106,8286
2008-11-09,148249,8238
2008-11-10,147404,8193
2008-11-11,146559,8143
2008-11-12,145724,8104
2008-11-13,144859,8055
2008-11-14,144016,8034
2008-11-15,157972,8758
2008-11-16,157107,8709
2008-11-17,156251,8677
2008-11-18,155375,8639
2008-11-19,154548,8594
2008-11-20,153644,8535
2008-11-21,152836,8489
2008-11-22,151982,8452
2008-11-23,151127,8398
2008-11-24,150322,8358
2008-11-25,149454,8312
2008-11-26,148626,8268
2008-11-27,147776,8225
2008-11-28,146942,8180
2008-11-29,146117,8135
2008-11-30,145276,8108
2008-12-01,159462,8855
2008-12-02,158636,8814
2008-12-03,157771,8765
2008-12-04,156941,8720
2008-12-05,156039,8665
2008-12-06,155215,8620
2008-12-07,154401,8581
2008-12-08,153541,8537
2008-12-09,152701,8503
2008-12-10,151835,8458
2008-12-11,150981,8405
2008-12-12,150157,8359
2008-12-13,149343,8309
2008-12-14,148521,8259
2008-12-15,162755,9028
2008-12-16,161872,9000
